symbol,strike_price,type,bid_price,ask_price,open_interest,volume,chance_of_profit_short,chance_of_profit_long,delta,implied_volatility,theta
BKNG,1950.0,put,0.000000,0.050000,0,0,0.999758,0.000242,-0.000175,0.85325,-0.020436
BKNG,1960.0,put,0.000000,0.050000,0,0,0.999756,0.000244,-0.000178,0.839629,-0.020401
BKNG,1970.0,put,0.000000,0.050000,11,6,0.999753,0.000247,-0.00018,0.8261,-0.020367
BKNG,1980.0,put,0.000000,0.050000,0,0,0.999750,0.000250,-0.000183,0.812648,-0.020333
BKNG,1990.0,put,0.000000,0.050000,0,1,0.999748,0.000252,-0.000186,0.799218,-0.020297
BKNG,2000.0,put,0.000000,0.050000,0,18,0.999745,0.000255,-0.000189,0.785891,-0.020263
BKNG,2010.0,put,0.000000,0.100000,0,0,0.999742,0.000258,-0.000192,0.772565,-0.020225
BKNG,2020.0,put,0.000000,0.100000,120,60,0.999739,0.000261,-0.000196,0.759332,-0.020189
BKNG,2030.0,put,0.000000,4.800000,0,0,0.999736,0.000264,-0.000199,0.746143,-0.020151
BKNG,2040.0,put,0.000000,1.000000,0,0,0.999733,0.000267,-0.000202,0.732987,-0.020112
BKNG,2050.0,put,0.000000,0.250000,5,12,0.999730,0.000270,-0.000206,0.719924,-0.020074
BKNG,2060.0,put,0.000000,4.800000,0,0,0.999727,0.000273,-0.00021,0.706879,-0.020033
BKNG,2070.0,put,0.000000,4.800000,0,0,0.999723,0.000277,-0.000213,0.69391,-0.019993
BKNG,2080.0,put,0.000000,0.100000,0,2,0.999719,0.000281,-0.000217,0.680994,-0.019953
BKNG,2090.0,put,0.000000,0.100000,0,0,0.999716,0.000284,-0.000221,0.668132,-0.019912
BKNG,2100.0,put,0.000000,0.100000,4,84,0.999712,0.000288,-0.000225,0.655292,-0.019868
BKNG,2110.0,put,0.000000,0.100000,0,10,0.999708,0.000292,-0.00023,0.642532,-0.019826
BKNG,2120.0,put,0.000000,0.100000,0,2,0.999704,0.000296,-0.000234,0.629779,-0.01978
BKNG,2130.0,put,0.000000,0.100000,52,2,0.999699,0.000301,-0.000239,0.617107,-0.019735
BKNG,2140.0,put,0.000000,0.100000,0,17,0.999695,0.000305,-0.000243,0.604466,-0.019689
BKNG,2150.0,put,0.000000,0.100000,46,67,0.999690,0.000310,-0.000248,0.591884,-0.019642
BKNG,2160.0,put,0.000000,4.800000,80,0,0.999685,0.000315,-0.000254,0.579336,-0.019594
BKNG,2170.0,put,0.000000,4.600000,0,0,0.999680,0.000320,-0.000259,0.566837,-0.019544
BKNG,2180.0,put,0.100000,0.250000,1,0,0.996166,0.003834,-0.003107,0.705681,-0.2383
BKNG,2190.0,put,0.000000,4.800000,4,2,0.999670,0.000330,-0.00027,0.541986,-0.019444
BKNG,2200.0,put,0.050000,0.550000,51,96,0.993997,0.006003,-0.004914,0.712931,-0.362924
BKNG,2210.0,put,0.000000,4.800000,4,0,0.999658,0.000342,-0.000283,0.517267,-0.019337
BKNG,2220.0,put,0.000000,4.800000,3,0,0.999652,0.000348,-0.000289,0.504981,-0.019282
BKNG,2230.0,put,0.000000,4.800000,2,0,0.999645,0.000355,-0.000296,0.492742,-0.019226
BKNG,2240.0,put,0.100000,4.800000,17,15,0.968005,0.031995,-0.026982,0.868635,-1.93416
BKNG,2250.0,put,0.050000,0.350000,63,74,0.995300,0.004700,-0.003946,0.606121,-0.253433
BKNG,2260.0,put,0.050000,4.700000,9,24,0.967667,0.032333,-0.027564,0.824848,-1.869192
BKNG,2270.0,put,0.000000,4.800000,4,3,0.999616,0.000384,-0.000327,0.444124,-0.018986
BKNG,2280.0,put,0.150000,4.800000,1,0,0.965594,0.034406,-0.029676,0.791073,-1.905583
BKNG,2290.0,put,0.000000,0.850000,2,15,0.999599,0.000401,-0.000344,0.420006,-0.018854
BKNG,2300.0,put,0.150000,0.300000,32,197,0.994187,0.005813,-0.005003,0.538858,-0.278233
BKNG,2310.0,put,0.350000,4.900000,3,3,0.962196,0.037804,-0.033189,0.739567,-1.953123
BKNG,2320.0,put,0.000000,0.500000,34,24,0.999569,0.000431,-0.000375,0.384123,-0.018645
BKNG,2330.0,put,0.000000,4.800000,3,0,0.999558,0.000442,-0.000386,0.3722,-0.018569
BKNG,2340.0,put,0.000000,4.800000,4,0,0.999546,0.000454,-0.000398,0.360321,-0.018492
BKNG,2350.0,put,0.000000,0.850000,106,10,0.999534,0.000466,-0.000411,0.348485,-0.018413
BKNG,2360.0,put,0.000000,4.800000,16,5,0.999521,0.000479,-0.000425,0.336656,-0.01833
BKNG,2370.0,put,0.250000,4.800000,6,1,0.958390,0.041610,-0.037781,0.615903,-1.80632
BKNG,2380.0,put,0.000000,4.500000,2,4,0.999491,0.000509,-0.000455,0.31308,-0.018154
BKNG,2390.0,put,0.000000,4.800000,13,10,0.999475,0.000525,-0.000472,0.301327,-0.018061
BKNG,2400.0,put,0.250000,0.800000,66,150,0.985588,0.014412,-0.013067,0.431495,-0.516462
BKNG,2410.0,put,0.000000,4.800000,24,5,0.999438,0.000562,-0.000509,0.277883,-0.017863
BKNG,2420.0,put,0.200000,1.300000,24,4,0.980094,0.019906,-0.018285,0.419379,-0.669242
BKNG,2430.0,put,0.050000,4.500000,21,10,0.954733,0.045267,-0.042495,0.487012,-1.567921
BKNG,2440.0,put,0.500000,0.950000,25,41,0.979164,0.020836,-0.019337,0.383773,-0.641628
BKNG,2450.0,put,0.400000,1.250000,32,59,0.976276,0.023724,-0.022166,0.374193,-0.701922
BKNG,2460.0,put,0.200000,2.550000,39,23,0.964620,0.035380,-0.033489,0.389002,-1.0291
BKNG,2470.0,put,0.500000,1.600000,20,9,0.969697,0.030303,-0.028722,0.353138,-0.822048
BKNG,2480.0,put,0.300000,2.200000,20,4,0.964340,0.035660,-0.034096,0.345722,-0.926784
BKNG,2490.0,put,0.800000,2.300000,6,10,0.956908,0.043092,-0.041635,0.340845,-1.074758
BKNG,2495.0,put,1.250000,2.300000,7,0,0.951702,0.048298,-0.046965,0.340547,-1.182939
BKNG,2500.0,put,1.850000,2.950000,55,72,0.940075,0.059925,-0.058937,0.352306,-1.46504
BKNG,2505.0,put,1.500000,5.200000,1,3,0.924750,0.075250,-0.075082,0.3695,-1.852976
BKNG,2510.0,put,1.500000,3.500000,12,4,0.935747,0.064253,-0.063733,0.335042,-1.479566
BKNG,2515.0,put,1.950000,4.300000,5,3,0.924553,0.075447,-0.07569,0.342322,-1.72515
BKNG,2520.0,put,2.500000,5.100000,20,6,0.913473,0.086527,-0.087801,0.348181,-1.961807
BKNG,2525.0,put,2.400000,5.100000,7,5,0.912127,0.087873,-0.089505,0.335965,-1.918989
BKNG,2530.0,put,2.400000,6.000000,12,12,0.904052,0.095948,-0.098633,0.334859,-2.053643
BKNG,2535.0,put,2.950000,5.800000,31,16,0.899389,0.100611,-0.104105,0.327293,-2.086401
BKNG,2540.0,put,3.000000,5.800000,9,3,0.896577,0.103423,-0.10756,0.316187,-2.061996
BKNG,2545.0,put,3.500000,6.200000,4,6,0.888205,0.111795,-0.117401,0.313383,-2.174197
BKNG,2550.0,put,3.300000,7.800000,34,24,0.876993,0.123007,-0.130761,0.314259,-2.349678
BKNG,2555.0,put,5.000000,9.700000,4,4,0.855434,0.144566,-0.156954,0.331607,-2.804207
BKNG,2560.0,put,5.200000,7.800000,15,16,0.859801,0.140199,-0.152118,0.305312,-2.525134
BKNG,2565.0,put,5.000000,8.800000,3,39,0.851787,0.148213,-0.162421,0.298683,-2.576331
BKNG,2570.0,put,6.400000,11.200000,104,4,0.830632,0.169368,-0.189638,0.312952,-2.976998
BKNG,2575.0,put,7.100000,11.100000,2,6,0.823411,0.176589,-0.199643,0.303169,-2.971869
BKNG,2580.0,put,5.100000,10.000000,28,47,0.831213,0.168787,-0.190153,0.268151,-2.545056
BKNG,2585.0,put,7.900000,14.500000,8,3,0.797745,0.202255,-0.235587,0.301099,-3.241273
BKNG,2590.0,put,7.500000,13.300000,6,24,0.796705,0.203295,-0.237919,0.276346,-2.983401
BKNG,2592.5,put,7.200000,13.900000,1,0,0.792355,0.207645,-0.244439,0.270611,-2.961682
BKNG,2595.0,put,8.400000,17.300000,6,4,0.775297,0.224703,-0.269189,0.289701,-3.335894
BKNG,2597.5,put,9.600000,16.700000,2,2,0.770169,0.229831,-0.277203,0.285106,-3.328023
BKNG,2600.0,put,11.100000,16.900000,112,30,0.762308,0.237692,-0.289372,0.286413,-3.410923
BKNG,2602.5,put,12.000000,19.100000,2,2,0.751745,0.248255,-0.305833,0.294893,-3.601447
BKNG,2605.0,put,10.000000,18.100000,2,1,0.754157,0.245843,-0.302929,0.270307,-3.278532
BKNG,2607.5,put,12.300000,19.100000,4,8,0.743085,0.256915,-0.320567,0.279322,-3.471919
BKNG,2610.0,put,13.800000,21.300000,9,21,0.732302,0.267698,-0.33815,0.289733,-3.67989
BKNG,2612.5,put,13.800000,21.100000,1,0,0.728235,0.271765,-0.345507,0.27967,-3.575013
BKNG,2615.0,put,15.000000,22.000000,7,1,0.720537,0.279463,-0.358769,0.281138,-3.640417
BKNG,2620.0,put,16.900000,26.200000,7,6,0.703809,0.296191,-0.388189,0.292356,-3.879533
BKNG,2625.0,put,17.500000,23.900000,4,9,0.695291,0.304709,-0.405306,0.264159,-3.527557
BKNG,2630.0,put,20.700000,25.800000,5,4,0.680217,0.319783,-0.434074,0.268019,-3.626627
BKNG,2635.0,put,22.600000,28.000000,9,1,0.666504,0.333496,-0.46169,0.265722,-3.618244
BKNG,2640.0,put,22.200000,29.900000,7,5,0.653407,0.346593,-0.489934,0.249847,-3.396532
BKNG,2645.0,put,26.200000,33.900000,1,0,0.640047,0.359953,-0.518404,0.263334,-3.576075
BKNG,2650.0,put,29.000000,37.300000,13,9,0.627885,0.372115,-0.545954,0.266999,-3.596633
BKNG,2655.0,put,32.500000,42.300000,5,1,0.617592,0.382408,-0.569619,0.280418,-3.743635
BKNG,2657.5,put,34.400000,44.300000,0,0,0.612748,0.387252,-0.58117,0.285082,-3.782598
BKNG,2660.0,put,35.000000,43.200000,7,0,0.605452,0.394548,-0.600439,0.268086,-3.494133
BKNG,2662.5,put,35.400000,43.100000,0,0,0.598064,0.401936,-0.620335,0.254354,-3.245377
BKNG,2665.0,put,37.300000,45.000000,3,0,0.593371,0.406629,-0.632548,0.25743,-3.24612
BKNG,2667.5,put,39.900000,49.800000,0,0,0.592031,0.407969,-0.634805,0.278358,-3.520427
BKNG,2670.0,put,43.100000,53.000000,3,0,0.590052,0.409948,-0.63912,0.294234,-3.716944
BKNG,2672.5,put,44.500000,54.400000,0,0,0.585326,0.414674,-0.652175,0.2918,-3.628057
BKNG,2675.0,put,45.700000,55.600000,7,2,0.580248,0.419752,-0.666664,0.286932,-3.496543
BKNG,2677.5,put,47.100000,57.000000,0,0,0.575532,0.424468,-0.680343,0.283705,-3.386388
BKNG,2680.0,put,48.000000,57.900000,1,0,0.569701,0.430299,-0.698032,0.274685,-3.177782
BKNG,2682.5,put,50.100000,60.000000,0,0,0.566562,0.433438,-0.707197,0.278162,-3.168845
BKNG,2685.0,put,52.700000,62.600000,2,5,0.564709,0.435291,-0.712204,0.286981,-3.247034
BKNG,2690.0,put,53.300000,66.800000,1,0,0.554518,0.445482,-0.745147,0.272362,-2.859102
BKNG,2695.0,put,55.100000,70.100000,2,6,0.544247,0.455753,-0.780449,0.256481,-2.42966
BKNG,2700.0,put,58.400000,74.200000,49,0,0.537380,0.462620,-0.804848,0.252567,-2.197989
BKNG,2705.0,put,64.000000,78.400000,0,0,0.534762,0.465238,-0.813434,0.263928,-2.235486
BKNG,2710.0,put,68.000000,82.700000,1,0,0.529919,0.470081,-0.831439,0.264001,-2.070968
BKNG,2715.0,put,71.200000,88.100000,0,0,0.525784,0.474216,-0.847267,0.265135,-1.925291
BKNG,2720.0,put,76.000000,92.500000,3,0,0.522882,0.477118,-0.85834,0.270152,-1.850314
BKNG,2725.0,put,80.300000,97.500000,0,0,0.520328,0.479672,-0.868249,0.275419,-1.781127
BKNG,2730.0,put,85.100000,102.000000,0,0,0.517927,0.482073,-0.877801,0.280084,-1.702982
BKNG,2735.0,put,89.000000,107.500000,1,0,0.515829,0.484171,-0.886244,0.285129,-1.633505
BKNG,2740.0,put,94.000000,112.000000,0,0,0.514016,0.485984,-0.893577,0.29065,-1.574456
BKNG,2745.0,put,101.300000,117.300000,0,0,0.517100,0.482900,-0.877172,0.326526,-2.047794
BKNG,2750.0,put,104.000000,122.000000,76,0,0.512287,0.487713,-0.899286,0.311282,-1.626508
BKNG,2755.0,put,111.100000,126.000000,6,0,0.513121,0.486879,-0.893622,0.333059,-1.851354
BKNG,2760.0,put,114.000000,132.000000,1,0,0.510749,0.489251,-0.904269,0.331535,-1.674956
BKNG,2770.0,put,124.000000,142.000000,0,0,0.509363,0.490637,-0.908664,0.351458,-1.720446
BKNG,2780.0,put,136.100000,152.000000,2,0,0.510706,0.489294,-0.898606,0.394551,-2.162517
BKNG,2790.0,put,146.600000,162.000000,0,0,0.509963,0.490037,-0.899553,0.419981,-2.304477
BKNG,2800.0,put,156.400000,172.000000,1,0,0.508522,0.491478,-0.904365,0.437665,-2.315385
BKNG,2810.0,put,164.700000,182.000000,0,0,0.505633,0.494367,-0.917697,0.437081,-2.023556
BKNG,2820.0,put,177.200000,192.000000,0,0,0.507085,0.492915,-0.906354,0.485705,-2.559487
BKNG,2830.0,put,187.000000,201.800000,0,0,0.505698,0.494302,-0.911316,0.50035,-2.525337
BKNG,2840.0,put,195.900000,212.000000,0,0,0.503960,0.496040,-0.918643,0.508304,-2.383635
BKNG,2850.0,put,205.500000,222.000000,0,0,0.502754,0.497246,-0.923057,0.521641,-2.336046
BKNG,2860.0,put,216.000000,232.000000,0,0,0.502346,0.497654,-0.922568,0.5464,-2.476803
BKNG,2870.0,put,225.900000,242.000000,0,0,0.501477,0.498523,-0.925069,0.563228,-2.489844
BKNG,2880.0,put,235.500000,252.000000,0,0,0.500428,0.499572,-0.928903,0.575666,-2.434892
BKNG,2890.0,put,245.700000,262.000000,0,0,0.499858,0.500142,-0.92963,0.596132,-2.510253
BKNG,2900.0,put,255.700000,272.000000,0,0,0.499168,0.500832,-0.931245,0.613693,-2.540738
BKNG,2910.0,put,265.300000,282.000000,0,0,0.498243,0.501757,-0.934642,0.625225,-2.478635
BKNG,2920.0,put,275.800000,292.000000,0,0,0.497921,0.502079,-0.933739,0.649782,-2.62172
BKNG,2930.0,put,285.600000,302.000000,0,0,0.497178,0.502822,-0.935996,0.66391,-2.603388
BKNG,2940.0,put,295.600000,312.000000,0,0,0.496578,0.503422,-0.937266,0.680808,-2.630035
BKNG,2950.0,put,305.600000,322.000000,0,0,0.495994,0.504006,-0.938471,0.697603,-2.656257
BKNG,2960.0,put,315.900000,332.000000,0,0,0.495583,0.504417,-0.93834,0.718949,-2.753385
BKNG,2970.0,put,325.000000,342.000000,0,0,0.494573,0.505427,-0.943261,0.721049,-2.560263
BKNG,2980.0,put,335.600000,352.000000,0,0,0.494336,0.505664,-0.941736,0.74716,-2.730796
BKNG,2990.0,put,344.500000,362.000000,0,0,0.493303,0.506697,-0.94732,0.744829,-2.479493
BKNG,3000.0,put,355.500000,372.000000,0,0,0.493253,0.506747,-0.944067,0.777932,-2.752974
BKNG,3010.0,put,365.700000,382.000000,0,0,0.492837,0.507163,-0.944168,0.797316,-2.825425
BKNG,3020.0,put,375.400000,392.000000,0,0,0.492222,0.507778,-0.946209,0.80814,-2.772278
BKNG,3030.0,put,384.000000,402.000000,0,0,0.491202,0.508798,-0.952626,0.798446,-2.428759
BKNG,3040.0,put,394.000000,412.000000,0,0,0.490757,0.509243,-0.953329,0.813822,-2.447305
BKNG,3050.0,put,404.000000,422.000000,0,0,0.490320,0.509680,-0.954002,0.829065,-2.465319
BKNG,3060.0,put,414.000000,432.000000,0,0,0.489891,0.510109,-0.954649,0.844259,-2.483286
BKNG,3070.0,put,424.000000,442.000000,0,0,0.489468,0.510532,-0.955271,0.859325,-2.500753
BKNG,3080.0,put,434.000000,452.000000,0,0,0.489053,0.510947,-0.955869,0.874319,-2.518035
BKNG,3090.0,put,444.000000,462.000000,0,0,0.488644,0.511356,-0.956443,0.88919,-2.534864
BKNG,3100.0,put,454.000000,472.000000,0,0,0.488241,0.511759,-0.956997,0.903972,-2.551421
BKNG,3120.0,put,474.000000,492.000000,0,0,0.487451,0.512549,-0.958047,0.93333,-2.584062
BKNG,3140.0,put,494.000000,512.000000,0,0,0.486683,0.513317,-0.959024,0.96233,-2.615619
BKNG,3150.0,put,504.000000,522.000000,0,0,0.486307,0.513693,-0.959489,0.976729,-2.631171
BKNG,3160.0,put,514.000000,532.000000,0,0,0.485935,0.514065,-0.959937,0.990997,-2.646247
BKNG,3180.0,put,534.000000,552.000000,0,0,0.485204,0.514796,-0.960793,1.019368,-2.676135
BKNG,3200.0,put,554.000000,572.000000,0,0,0.484489,0.515511,-0.961596,1.047433,-2.705235
BKNG,3220.0,put,574.000000,592.000000,0,0,0.483790,0.516210,-0.96235,1.07519,-2.733545
BKNG,3240.0,put,594.000000,612.000000,0,0,0.483105,0.516895,-0.963062,1.102672,-2.761228
BKNG,3250.0,put,604.000000,622.000000,0,0,0.482768,0.517232,-0.963403,1.116334,-2.774944
BKNG,3260.0,put,614.000000,632.000000,0,0,0.482434,0.517566,-0.963734,1.129912,-2.788434
BKNG,3280.0,put,634.000000,652.000000,0,0,0.481775,0.518225,-0.964369,1.156831,-2.814805
BKNG,3300.0,put,654.000000,672.000000,0,0,0.481128,0.518872,-0.964971,1.183531,-2.840805
BKNG,3350.0,put,703.800000,722.000000,0,0,0.479556,0.520444,-0.966936,1.244067,-2.841016
BKNG,3400.0,put,753.800000,772.000000,0,0,0.478053,0.521947,-0.968128,1.308078,-2.899888
BKNG,3450.0,put,804.000000,822.000000,0,0,0.476588,0.523412,-0.968639,1.376044,-3.02047
BLK,380.0,put,0.000000,1.500000,0,0,0.999361,0.000639,-0.000362,1.587241,-0.018275
BLK,400.0,put,0.000000,1.500000,0,0,0.999335,0.000665,-0.000398,1.440956,-0.018104
BLK,410.0,put,0.000000,1.500000,0,0,0.999320,0.000680,-0.000418,1.370315,-0.018012
BLK,420.0,put,0.000000,1.500000,0,0,0.999304,0.000696,-0.000439,1.301303,-0.017916
BLK,430.0,put,0.000000,1.500000,0,0,0.999285,0.000715,-0.000462,1.233769,-0.017815
BLK,440.0,put,0.000000,1.500000,2,0,0.999265,0.000735,-0.000487,1.167629,-0.017709
BLK,450.0,put,0.000000,1.500000,0,0,0.999241,0.000759,-0.000515,1.102848,-0.017598
BLK,460.0,put,0.000000,1.500000,0,0,0.999216,0.000784,-0.000545,1.039313,-0.01748
BLK,470.0,put,0.000000,1.500000,0,0,0.999187,0.000813,-0.000579,0.976989,-0.017356
BLK,480.0,put,0.000000,1.500000,0,0,0.999154,0.000846,-0.000616,0.915786,-0.017224
BLK,490.0,put,0.000000,0.250000,0,0,0.999117,0.000883,-0.000657,0.855642,-0.017083
BLK,500.0,put,0.000000,1.500000,14,0,0.999075,0.000925,-0.000703,0.796497,-0.016932
BLK,510.0,put,0.000000,1.500000,0,0,0.999027,0.000973,-0.000756,0.738309,-0.016771
BLK,520.0,put,0.000000,0.350000,1,0,0.998971,0.001029,-0.000817,0.680981,-0.016597
BLK,530.0,put,0.000000,1.500000,1,0,0.998905,0.001095,-0.000886,0.624489,-0.016408
BLK,540.0,put,0.000000,0.350000,16,0,0.998828,0.001172,-0.000969,0.568736,-0.0162
BLK,545.0,put,0.000000,1.500000,0,0,0.998784,0.001216,-0.001015,0.541136,-0.01609
BLK,550.0,put,0.000000,1.500000,6,0,0.998735,0.001265,-0.001066,0.513686,-0.015972
BLK,555.0,put,0.000000,1.500000,1,0,0.998681,0.001319,-0.001123,0.486397,-0.015849
BLK,560.0,put,0.000000,1.500000,11,1,0.998622,0.001378,-0.001185,0.459249,-0.015718
BLK,565.0,put,0.000000,1.500000,15,0,0.998555,0.001445,-0.001255,0.43223,-0.015579
BLK,570.0,put,0.050000,1.500000,2,0,0.954356,0.045644,-0.040858,0.709249,-0.540888
BLK,575.0,put,0.050000,0.150000,1,11,0.989438,0.010562,-0.009369,0.482526,-0.105553
BLK,580.0,put,0.050000,0.200000,33,80,0.986340,0.013660,-0.012256,0.465733,-0.128657
BLK,585.0,put,0.050000,0.700000,9,0,0.968038,0.031962,-0.029289,0.509846,-0.2952
BLK,590.0,put,0.200000,0.350000,53,198,0.972761,0.027239,-0.025142,0.447875,-0.228079
BLK,595.0,put,0.100000,0.850000,11,0,0.957637,0.042363,-0.039909,0.452741,-0.337461
BLK,600.0,put,0.150000,0.400000,76,99,0.968753,0.031247,-0.02951,0.374284,-0.21736
BLK,605.0,put,0.050000,0.650000,4,14,0.960463,0.039537,-0.037946,0.351176,-0.250485
BLK,610.0,put,0.250000,0.700000,7,27,0.946701,0.053299,-0.052218,0.333147,-0.306793
BLK,615.0,put,0.500000,1.000000,22,23,0.922541,0.077459,-0.078157,0.324151,-0.407612
BLK,620.0,put,0.750000,1.300000,48,15,0.897036,0.102964,-0.107244,0.304858,-0.483269
BLK,625.0,put,1.250000,2.100000,38,4,0.852808,0.147192,-0.161048,0.301469,-0.630562
BLK,630.0,put,2.100000,2.700000,49,7,0.807559,0.192441,-0.2221,0.286046,-0.725657
BLK,635.0,put,3.200000,4.400000,33,11,0.747816,0.252184,-0.312503,0.287115,-0.861788
BLK,637.5,put,3.900000,4.700000,19,19,0.722741,0.277259,-0.355331,0.27187,-0.85439
BLK,640.0,put,4.900000,5.500000,45,6,0.693261,0.306739,-0.408919,0.268622,-0.876703
BLK,642.5,put,5.700000,6.400000,7,15,0.665210,0.334790,-0.464736,0.258161,-0.856061
BLK,645.0,put,6.700000,8.100000,5,12,0.637658,0.362342,-0.523859,0.261589,-0.864429
BLK,647.5,put,8.200000,9.000000,5,0,0.612020,0.387980,-0.584866,0.253367,-0.811584
BLK,650.0,put,9.600000,10.500000,14,3,0.588859,0.411141,-0.645262,0.248876,-0.752073
BLK,652.5,put,10.800000,15.900000,1,0,0.582768,0.417232,-0.657587,0.317601,-0.961209
BLK,655.0,put,11.800000,14.500000,4,2,0.547291,0.452709,-0.772311,0.226929,-0.529026
BLK,657.5,put,13.600000,17.100000,23,0,0.536908,0.463092,-0.807679,0.238098,-0.49557
BLK,660.0,put,14.600000,19.600000,47,0,0.520402,0.479598,-0.873213,0.214804,-0.31044
BLK,662.5,put,16.800000,21.400000,2,0,0.507854,0.492146,-0.931277,0.190729,-0.134932
BLK,665.0,put,19.800000,23.800000,2,6,0.510252,0.489748,-0.915923,0.232089,-0.228539
BLK,667.5,put,21.300000,26.800000,1,0,0.504191,0.495809,-0.946251,0.222033,-0.124186
BLK,670.0,put,23.800000,30.300000,13,0,0.510882,0.489118,-0.906903,0.296965,-0.347984
BLK,672.5,put,27.100000,32.100000,0,0,0.510020,0.489980,-0.908444,0.322108,-0.378403
BLK,675.0,put,28.700000,34.500000,0,0,0.502169,0.497831,-0.950188,0.283507,-0.165683
BLK,677.5,put,32.100000,37.100000,0,0,0.507391,0.492609,-0.916714,0.362202,-0.399121
BLK,680.0,put,33.400000,40.900000,19,3,0.506755,0.493245,-0.917296,0.386923,-0.429163
BLK,682.5,put,36.200000,42.500000,0,0,0.502663,0.497337,-0.938484,0.372033,-0.306144
BLK,685.0,put,38.800000,45.400000,0,0,0.504205,0.495795,-0.926115,0.420163,-0.426084
BLK,687.5,put,41.300000,47.600000,0,0,0.501959,0.498041,-0.936976,0.421163,-0.366394
BLK,690.0,put,43.700000,50.200000,0,0,0.501166,0.498834,-0.939079,0.439284,-0.373053
BLK,695.0,put,49.400000,54.300000,0,0,0.498925,0.501075,-0.948229,0.460939,-0.335796
BLK,700.0,put,54.300000,60.200000,0,0,0.500368,0.499632,-0.931949,0.548271,-0.539327
BLK,705.0,put,59.300000,64.800000,0,0,0.497754,0.502246,-0.944018,0.558287,-0.458291
BLK,710.0,put,63.600000,70.000000,0,0,0.495144,0.504856,-0.958242,0.553478,-0.337322
BLK,715.0,put,68.500000,74.900000,0,0,0.493643,0.506357,-0.964986,0.566774,-0.287145
BLK,720.0,put,73.900000,80.000000,0,0,0.493900,0.506100,-0.955077,0.643456,-0.437078
BLK,725.0,put,78.600000,85.000000,0,0,0.492316,0.507684,-0.963119,0.648663,-0.360443
BLK,730.0,put,83.400000,90.200000,0,0,0.491455,0.508545,-0.964421,0.679484,-0.367485
BLK,735.0,put,89.700000,95.000000,0,0,0.492476,0.507524,-0.945642,0.801064,-0.675622
BLK,740.0,put,93.600000,100.700000,0,0,0.490875,0.509125,-0.953853,0.803183,-0.581353
BLK,745.0,put,99.400000,105.300000,0,0,0.490550,0.509450,-0.948846,0.865356,-0.696681
BLK,750.0,put,104.100000,110.400000,0,0,0.489383,0.510617,-0.953303,0.881454,-0.653453
BLK,755.0,put,109.400000,115.000000,0,0,0.488412,0.511588,-0.956056,0.904025,-0.634921
BLK,760.0,put,113.900000,120.300000,0,0,0.487393,0.512607,-0.960213,0.916793,-0.586529
BLK,765.0,put,119.400000,125.000000,0,0,0.486798,0.513202,-0.958189,0.964119,-0.651332
BLK,770.0,put,124.000000,130.000000,0,0,0.485720,0.514280,-0.965084,0.956151,-0.541573
BLK,780.0,put,134.300000,140.200000,0,0,0.484592,0.515408,-0.959524,1.060697,-0.703135
BLK,790.0,put,143.500000,150.800000,0,0,0.483060,0.516940,-0.963742,1.098949,-0.658652
BLK,800.0,put,153.800000,160.400000,0,0,0.481683,0.518317,-0.966355,1.144125,-0.641032
BLK,810.0,put,164.100000,170.200000,0,0,0.480399,0.519601,-0.966227,1.208567,-0.68435
BLK,820.0,put,173.100000,181.500000,0,0,0.479137,0.520863,-0.963751,1.292161,-0.788879
BLK,830.0,put,183.100000,191.500000,0,0,0.477875,0.522125,-0.964813,1.345175,-0.801735
BLK,840.0,put,193.200000,201.500000,0,0,0.476635,0.523365,-0.964704,1.407307,-0.845032
BLK,850.0,put,203.100000,211.300000,0,0,0.475525,0.524475,-0.968807,1.427021,-0.762592
BLK,860.0,put,213.200000,221.500000,0,0,0.474266,0.525734,-0.966456,1.509173,-0.869359
BLK,870.0,put,223.300000,231.500000,0,0,0.473086,0.526914,-0.966245,1.569242,-0.912538
BLK,880.0,put,233.100000,241.500000,0,0,0.472070,0.527930,-0.968917,1.596813,-0.860048
BLK,890.0,put,243.300000,251.500000,0,0,0.470872,0.529128,-0.967666,1.666544,-0.935432
BLK,900.0,put,252.900000,261.500000,0,0,0.470092,0.529908,-0.972052,1.668425,-0.814427
BLK,910.0,put,263.200000,271.500000,0,0,0.468828,0.531172,-0.969795,1.749699,-0.924413
BLK,920.0,put,273.200000,281.500000,0,0,0.467809,0.532191,-0.970331,1.795633,-0.934639
BLK,930.0,put,283.200000,291.100000,0,0,0.467206,0.532794,-0.97441,1.791907,-0.807977
BLK,940.0,put,293.100000,301.500000,0,0,0.465927,0.534073,-0.972165,1.873603,-0.920577
BLK,960.0,put,313.200000,321.500000,0,0,0.463922,0.536078,-0.972162,1.972917,-0.973473
BLK,980.0,put,333.200000,341.500000,0,0,0.462079,0.537921,-0.972926,2.05801,-0.991856
BLK,1000.0,put,353.100000,361.500000,0,0,0.460425,0.539575,-0.97439,2.128106,-0.974434
BMY,40.0,put,0.000000,0.040000,0,0,0.995712,0.004288,-0.002369,1.958654,-0.013461
BMY,45.0,put,0.000000,0.010000,0,0,0.995303,0.004697,-0.002954,1.558622,-0.01307
BMY,50.0,put,0.000000,0.010000,0,0,0.994620,0.005380,-0.003802,1.19638,-0.012577
BMY,55.0,put,0.000000,0.050000,0,0,0.993417,0.006583,-0.005174,0.862558,-0.011926
